,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighobrhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
85,NA,Yes,Beer & Wine Only,NA,Casual,Yes,Mexican; Cuban; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Habana To-Go,Nolita,4,260,10012,229 Elizabeth St
86,NA,Yes,Full Bar,Trendy,Casual,Yes,Latin American; Cocktail Bars; Tapas/Small Plates; ,No,Yes,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,Yes,Street,Yes,Yes,NA,NA,No,$11-30,Oficina Latina,Nolita,3,350,10012,24 Prince St
87,No,Yes,Full Bar,Trendy,Casual,No,Caribbean; Lounges; ,Yes,Yes,No,NA,Dinner,Yes,No,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,NA,No,Free,$11-30,Negril Village,Greenwich Village,3.5,1102,10012,70 W 3rd St
88,NA,Yes,No,NA,Casual,NA,Salvadoran; ,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Average,No,NA,Yes,No,No,NA,No,Under $10,Sabor CentroAmericano,East Tulsa,4.5,13,74112,1 S Sheridan Rd
89,NA,Yes,NA,NA,Casual,Yes,Venezuelan; Colombian; Peruvian; ,NA,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Quiet,Yes,NA,Yes,No,NA,NA,NA,$11-30,Manos Peruanas,NA,4.5,21,74133,6703 E 81st StSte D
90,No,Yes,Beer & Wine Only,Casual,Casual,Yes,Specialty Food; Spanish; Imported Food; ,Yes,Yes,NA,Yes,Lunch,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,Yes,No,NA,NA,Free,$11-30,Despaña,SoHo,4.5,529,10013,408 Broome St
91,NA,Yes,Full Bar,"Casual, Trendy, Intimate, Romantic, Classy",Casual,Yes,Wine Bars; Spanish; Tapas Bars; ,No,No,No,NA,"Brunch, Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,Yes,A,Yes,Yes,Average,No,Street,No,Yes,Yes,Yes,Free,$31-60,Tomiño Taberna Gallega,Little Italy,4.5,144,10013,192 Grand St
92,NA,Yes,Full Bar,Trendy,Casual,No,Spanish; ,Yes,Yes,NA,Yes,Dinner,Yes,No,NA,Yes,NA,NA,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,NA,NA,Free,$31-60,Boqueria Spanish Tapas - Soho,South Village,4,874,10012,171 Spring St
93,NA,Yes,Beer & Wine Only,NA,Casual,NA,Spanish; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,Under $10,Jordis Place,Two Bridges,4.5,7,10038,51 Catherine St
94,No,Yes,Full Bar,"Casual, Trendy, Intimate",Casual,Yes,Mediterranean; Tapas/Small Plates; Wine Bars; ,Yes,Yes,No,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$11-30,Balzem,Nolita,4,358,10012,202 Mott St
95,NA,Yes,Full Bar,Casual,Casual,Yes,Spanish; Bars; Seafood; ,Yes,No,NA,NA,Dinner,Yes,Yes,No,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,Sevilla Restaurant,West Village,3.5,409,10014,62 Charles St
96,NA,Yes,NA,NA,NA,NA,Spanish; ,NA,No,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,$11-30,Las’ Lap,Lower East Side,4.5,18,10002,74 Orchard St
97,NA,Yes,Beer & Wine Only,"Casual, Intimate",Casual,No,Tapas Bars; Asian Fusion; Izakaya; ,No,No,NA,Yes,"Brunch, Dinner",No,No,Yes,NA,NA,NA,No,A,NA,Yes,Quiet,No,NA,Yes,Yes,No,No,Free,$11-30,Rabbit House,Lower East Side,4.5,177,10002,76 Forsyth St
98,NA,Yes,Full Bar,Trendy,Casual,Yes,Mediterranean; Spanish; Bars; ,No,No,NA,Yes,Dinner,Yes,No,No,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,No,Yes,Yes,NA,No,$31-60,Gato,NoHo,4,1005,10012,324 Lafayette St
99,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Tapas Bars; Spanish; Breakfast & Brunch; ,No,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,Yes,A,NA,NA,Average,Yes,"Garage, Street",Yes,Yes,Yes,NA,No,$11-30,Nai Tapas,East Village,4,812,10003,85 2nd Ave
100,No,Yes,Full Bar,Trendy,Casual,Yes,Spanish; Tapas Bars; Tapas/Small Plates; ,Yes,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$31-60,Socarrat Paella Bar - Nolita,Nolita,4,426,10012,284 Mulberry St
101,No,Yes,Beer & Wine Only,Casual,Casual,Yes,Latin American; Spanish; Breakfast & Brunch; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,Under $10,El Castillo De Jagua,Lower East Side,3.5,219,10002,113 Rivington St
102,NA,No,Beer & Wine Only,Casual,NA,No,Sandwiches; Cafes; Spanish; ,Yes,Yes,NA,NA,Dessert,No,Yes,NA,NA,NA,NA,No,A,NA,Yes,Quiet,No,Street,Yes,NA,NA,NA,Free,Under $10,La Churreria,Nolita,4,285,10012,284 Mulberry St
103,NA,Yes,Full Bar,Casual,Casual,Yes,Cuban; Mexican; ,No,Yes,NA,Yes,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,Yes,NA,No,$11-30,Cafe Habana,Nolita,4,3072,10012,17 Prince St
104,NA,Yes,Full Bar,Romantic,Casual,No,Tapas Bars; Mediterranean; Spanish; ,No,No,NA,NA,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,NA,Loud,No,Street,No,Yes,Yes,NA,No,$31-60,Alta,Greenwich Village,4,1739,10011,64 W 10th St
105,NA,Yes,Full Bar,Casual,Casual,Yes,Latin American; Tapas Bars; Cocktail Bars; ,No,No,No,Yes,Dinner,Yes,No,Yes,Yes,NA,NA,Yes,A,Yes,Yes,Loud,Yes,Street,Yes,Yes,NA,NA,No,$11-30,Yuca Bar,"East Village, Alphabet City",4,1654,10009,111 Avenue A
106,NA,Yes,Full Bar,Trendy,Casual,No,Spanish; Basque; ,No,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,Yes,Free,$11-30,Huertas,East Village,4,278,10003,107 1st Ave
107,NA,Yes,Full Bar,Trendy,Casual,Yes,Tapas/Small Plates; Spanish; ,Yes,Yes,NA,Yes,"Brunch, Lunch, Dinner, Dessert",Yes,Yes,Yes,NA,NA,NA,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Marcha Cocina East Village,"Alphabet City, East Village",4.5,105,10009,111 Ave C
108,NA,Yes,Full Bar,Trendy,Casual,Yes,Mexican; Tapas/Small Plates; Tapas Bars; ,Yes,Yes,NA,Yes,"Brunch, Lunch, Dinner",Yes,No,Yes,NA,NA,NA,No,NA,NA,Yes,Average,Yes,Street,Yes,Yes,Yes,No,Free,$11-30,Anejo Tribeca,TriBeCa,3.5,264,10013,301 Church St
109,NA,Yes,Beer & Wine Only,Intimate,Casual,Yes,Tapas/Small Plates; ,No,No,NA,Yes,Dinner,No,No,NA,NA,NA,NA,No,A,NA,NA,Average,Yes,Street,Yes,Yes,NA,NA,No,$11-30,Las Ramblas,West Village,4,669,10014,170 W 4th St
110,No,Yes,Beer & Wine Only,Intimate,Casual,Yes,Wine Bars; Tapas Bars; ,No,No,NA,NA,"Dinner, Late Night",Yes,No,NA,NA,NA,NA,No,B,NA,Yes,Average,No,Street,No,Yes,NA,NA,Free,$11-30,The Ten Bells,Lower East Side,3.5,404,10002,247 Broome St
111,NA,Yes,Beer & Wine Only,NA,Casual,Yes,Basque; Spanish; Tapas Bars; ,Yes,Yes,NA,Yes,Dinner,No,No,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,Donostia,"Alphabet City, East Village",4,101,10009,155 Ave B
112,No,Yes,Full Bar,Trendy,Casual,Yes,Latin American; Breakfast & Brunch; Mexican; ,Yes,Yes,No,Yes,Dinner,Yes,No,NA,NA,Yes,NA,No,A,NA,NA,Average,Yes,Street,Yes,Yes,Yes,Yes,No,$11-30,La Esquina,"Nolita, Little Italy",3.5,1882,10012,114 Kenmare St
113,NA,Yes,Beer & Wine Only,"Casual, Intimate",Casual,Yes,Latin American; ,Yes,Yes,No,Yes,"Brunch, Dinner",Yes,Yes,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Charrua,Lower East Side,4,129,10002,131 Essex St
114,NA,Yes,Beer & Wine Only,NA,Casual,Yes,Latin American; ,Yes,Yes,NA,NA,"Breakfast, Brunch, Dessert",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,El Castillo De Madison,"Two Bridges, Lower East Side",3.5,29,10002,207 Madison St
115,NA,Yes,Beer & Wine Only,NA,NA,NA,Tapas Bars; ,NA,No,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,A,Yes,Yes,NA,No,NA,Yes,Yes,Yes,No,Free,$11-30,Lamano West Village,West Village,4,17,10014,39 Christopher St
116,NA,Yes,Beer & Wine Only,Intimate,Casual,Yes,Korean; Desserts; Tapas/Small Plates; ,Yes,Yes,No,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,C,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,NA,NA,No,$11-30,Kori Tribeca,TriBeCa,4,452,10013,253 Church St
117,NA,Yes,Full Bar,NA,Casual,Yes,Cuban; ,No,Yes,No,NA,Dinner,Yes,No,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Cuba Restaurant and Rum Bar,Greenwich Village,4,1425,10012,222 Thompson St
118,NA,Yes,Full Bar,Casual,Casual,No,Cocktail Bars; Latin American; Tapas/Small Plates; ,NA,Yes,NA,NA,"Lunch, Dinner",Yes,No,Yes,NA,NA,NA,Yes,A,NA,NA,NA,No,NA,Yes,Yes,Yes,Yes,Free,$11-30,Latin Social,Financial District,3.5,30,10038,75 Maiden Ln
119,No,Yes,Beer & Wine Only,Casual,Casual,Yes,Specialty Food; Spanish; Imported Food; ,Yes,Yes,NA,Yes,Lunch,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,Yes,No,NA,NA,Free,$11-30,Despaña,SoHo,4.5,529,10013,408 Broome St
120,NA,Yes,Full Bar,"Casual, Trendy, Intimate, Romantic, Classy",Casual,Yes,Wine Bars; Spanish; Tapas Bars; ,No,No,No,NA,"Brunch, Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,Yes,A,Yes,Yes,Average,No,Street,No,Yes,Yes,Yes,Free,$31-60,Tomiño Taberna Gallega,Little Italy,4.5,144,10013,192 Grand St
121,NA,Yes,Beer & Wine Only,NA,Casual,NA,Spanish; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,Under $10,Jordis Place,Two Bridges,4.5,7,10038,51 Catherine St
122,No,Yes,No,Casual,Casual,Yes,Cuban; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,$11-30,Sophie’s Cuban Cuisine,"Civic Center, TriBeCa",3.5,219,10007,96 Chambers St
123,NA,Yes,Full Bar,Trendy,Casual,Yes,Mexican; Tapas/Small Plates; Tapas Bars; ,Yes,Yes,NA,Yes,"Brunch, Lunch, Dinner",Yes,No,Yes,NA,NA,NA,No,NA,NA,Yes,Average,Yes,Street,Yes,Yes,Yes,No,Free,$11-30,Anejo Tribeca,TriBeCa,3.5,264,10013,301 Church St
124,No,Yes,Full Bar,"Casual, Trendy, Intimate",Casual,Yes,Mediterranean; Tapas/Small Plates; Wine Bars; ,Yes,Yes,No,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$11-30,Balzem,Nolita,4,358,10012,202 Mott St
125,NA,Yes,Full Bar,Casual,Casual,Yes,Cuban; Mexican; ,No,Yes,NA,Yes,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,Yes,NA,No,$11-30,Cafe Habana,Nolita,4,3072,10012,17 Prince St
126,NA,Yes,Full Bar,Casual,Casual,No,Cocktail Bars; Latin American; Tapas/Small Plates; ,NA,Yes,NA,NA,"Lunch, Dinner",Yes,No,Yes,NA,NA,NA,Yes,A,NA,NA,NA,No,NA,Yes,Yes,Yes,Yes,Free,$11-30,Latin Social,Financial District,3.5,30,10038,75 Maiden Ln
127,NA,Yes,Beer & Wine Only,Intimate,Casual,Yes,Korean; Desserts; Tapas/Small Plates; ,Yes,Yes,No,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,C,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,NA,NA,No,$11-30,Kori Tribeca,TriBeCa,4,452,10013,253 Church St
128,NA,Yes,Beer & Wine Only,"Casual, Intimate",Casual,No,Tapas Bars; Asian Fusion; Izakaya; ,No,No,NA,Yes,"Brunch, Dinner",No,No,Yes,NA,NA,NA,No,A,NA,Yes,Quiet,No,NA,Yes,Yes,No,No,Free,$11-30,Rabbit House,Lower East Side,4.5,177,10002,76 Forsyth St
129,NA,NA,NA,NA,NA,NA,Spanish; Basque; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Darlene,TriBeCa,2.5,2,10013,251 Church St
130,No,Yes,Full Bar,Trendy,Casual,Yes,Latin American; Breakfast & Brunch; Mexican; ,Yes,Yes,No,Yes,Dinner,Yes,No,NA,NA,Yes,NA,No,A,NA,NA,Average,Yes,Street,Yes,Yes,Yes,Yes,No,$11-30,La Esquina,"Nolita, Little Italy",3.5,1882,10012,114 Kenmare St
131,No,Yes,No,Casual,NA,Yes,Cuban; Sandwiches; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,Yes,No,NA,NA,No,$11-30,Sophie’s Cuban Cuisine,Financial District,3.5,398,10004,73 New St
132,NA,Yes,Full Bar,"Trendy, Intimate, Classy",Casual,Yes,Tapas/Small Plates; American (New); Cocktail Bars; ,NA,No,NA,NA,"Lunch, Dinner, Late Night, Dessert",Yes,No,Yes,NA,NA,NA,Yes,NA,NA,Yes,Average,No,Street,No,Yes,Yes,NA,No,$31-60,The Tuck Room,South Street Seaport,4,192,10038,11 Fulton St
133,No,Yes,No,Casual,Casual,Yes,Cuban; ,Yes,Yes,No,Yes,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,Yes,No,No,$11-30,Sophies Cuban Cuisine,Financial District,3.5,145,10038,76 Fulton St
134,NA,Yes,Full Bar,NA,Casual,Yes,Tapas/Small Plates; Cocktail Bars; Mediterranean; ,No,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,NA,Yes,No,$31-60,Cata Restaurant,Lower East Side,3.5,295,10002,245 Bowery
135,No,Yes,Full Bar,Romantic,Casual,Yes,Tapas/Small Plates; Italian; ,Yes,Yes,NA,NA,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,Yes,Yes,NA,NA,Free,$11-30,Terra Wine Bar,TriBeCa,3.5,319,10013,222 W Broadway
136,NA,Yes,Full Bar,Trendy,Casual,Yes,Asian Fusion; Portuguese; Chinese; ,No,Yes,NA,Yes,"Dinner, Late Night",Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$31-60,Macao trading Co,TriBeCa,4,685,10013,311 Church St
137,NA,No,No,NA,NA,Yes,Puerto Rican; Food Stands; ,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Very Loud,No,NA,Yes,No,NA,NA,No,Under $10,Sandra’s Food Spot Cart,Financial District,4.5,30,10005,Nassua St
138,NA,Yes,Beer & Wine Only,"Divey, Casual",Casual,Yes,Coffee & Tea; Latin American; ,No,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,Under $10,Westside Coffee Shop,TriBeCa,4,70,10013,323 Church St
139,No,Yes,Full Bar,Casual,Casual,No,Colombian; Empanadas; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Lunch, Dinner, Late Night",Yes,Yes,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,Under $10,Empanada Mama L.E.S,Lower East Side,4,529,10002,95 Allen St
140,NA,Yes,Beer & Wine Only,NA,Casual,Yes,Mexican; Cuban; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Habana To-Go,Nolita,4,260,10012,229 Elizabeth St
141,NA,Yes,Full Bar,Trendy,Casual,Yes,Latin American; Cocktail Bars; Tapas/Small Plates; ,No,Yes,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,Yes,Street,Yes,Yes,NA,NA,No,$11-30,Oficina Latina,Nolita,3,350,10012,24 Prince St
142,NA,NA,NA,NA,NA,NA,Spanish; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lamoraga,NA,NA,NA,10004,17 Battery Pl
143,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Spanish; Coffee & Tea; Breakfast & Brunch; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,"Garage, Street",Yes,Yes,NA,NA,Free,$11-30,Judy’s Spanish Restaurant,East Harlem,3,167,10029,1505 Lexington Ave
144,NA,Yes,No,Casual,Casual,Yes,Latin American; Puerto Rican; ,Yes,No,NA,NA,Lunch,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Lechonera La Isla,East Harlem,4.5,61,10035,256 E 125th St
145,NA,Yes,NA,NA,NA,NA,Dominican; Beer Gardens; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,Yes,Free,NA,Santiago’s Beer Garden,East Harlem,5,35,10035,2337 1st Ave
146,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Latin American; Spanish; Dominican; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,Yes,NA,No,Under $10,Lechonera El Barrio,East Harlem,3.5,68,10029,172 E 103rd St
147,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Latin American; Dominican; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,$11-30,El Nuevo Caribeno,East Harlem,4,75,10029,1675 Lexington Ave
148,No,Yes,Full Bar,Casual,Casual,Yes,Tapas Bars; Mexican; Cocktail Bars; ,Yes,No,No,Yes,Dinner,Yes,Yes,Yes,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,No,Yes,Yes,No,Free,$11-30,El Kallejon,East Harlem,4.5,236,10035,209 E 117th St
149,NA,Yes,No,"Divey, Casual",Casual,Yes,Spanish; Basque; ,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,C,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Sandy Restaurant,East Harlem,3,63,10035,2261 2nd Ave
150,NA,Yes,Full Bar,Casual,Casual,Yes,Latin American; Mexican; ,Yes,Yes,NA,Yes,"Brunch, Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,Yes,B,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Cascalote Latin Bistro,East Harlem,4.5,304,10029,2126 2nd Ave
151,NA,Yes,No,NA,Casual,Yes,Puerto Rican; Spanish; Dominican; ,No,No,NA,NA,Lunch,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,Yes,NA,No,Under $10,El Chevere,East Harlem,4,24,10029,2000 3rd Ave
152,No,Yes,Full Bar,Casual,Casual,Yes,Latin American; Caribbean; ,Yes,Yes,No,Yes,"Dinner, Dessert",Yes,Yes,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Cafe Con Leche,East Harlem,4,54,10029,2026 2nd Ave
153,No,Yes,No,Casual,Casual,No,Puerto Rican; ,Yes,No,No,NA,"Lunch, Dinner, Late Night",No,Yes,No,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,No,NA,No,Under $10,Cuchifritos,East Harlem,4,143,10029,168 E 116th St
154,NA,Yes,Full Bar,Casual,Casual,No,Latin American; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,Yes,NA,No,$11-30,El Nuevo Caridad Restaurant,East Harlem,3,120,10029,2257 2nd Ave
155,NA,Yes,Full Bar,Intimate,Casual,Yes,Mediterranean; Tapas Bars; Bars; ,Yes,Yes,NA,Yes,Late Night,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,The Lexington Social,East Harlem,3.5,185,10029,1634 Lexington Ave
156,NA,NA,NA,NA,NA,NA,Caribbean; ,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Island Bites,East Harlem,4,4,10029,2107 1st Ave
157,NA,NA,NA,NA,Casual,No,Spanish; Latin American; ,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,A,NA,NA,Average,No,NA,Yes,NA,Yes,NA,NA,$11-30,The Tropical Grill on 2nd,East Harlem,3,7,10035,2419 2nd Ave St 124
158,NA,Yes,Full Bar,"Casual, Intimate, Romantic",Casual,Yes,Latin American; Cocktail Bars; ,Yes,Yes,No,Yes,"Lunch, Dessert",Yes,Yes,Yes,NA,NA,NA,Yes,B,NA,NA,Average,No,NA,Yes,Yes,Yes,Yes,Free,$11-30,La Avenida,East Harlem,4.5,69,10029,2247 1st Ave
159,NA,Yes,No,Casual,Casual,Yes,Spanish; ,NA,Yes,NA,NA,"Brunch, Lunch",No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,La Isla,East Harlem,2.5,27,10029,1883 3rd Ave
160,No,Yes,Full Bar,Trendy,Casual,Yes,Tapas/Small Plates; Spanish; Tapas Bars; ,Yes,Yes,NA,Yes,"Brunch, Dinner",Yes,No,Yes,NA,NA,NA,Yes,A,NA,NA,Average,Yes,Garage,Yes,Yes,Yes,Yes,Free,$31-60,Boqueria Spanish Tapas - Upper East Side,"Upper East Side, Yorkville",4,602,10075,1460 2nd Ave
161,No,Yes,Full Bar,Trendy,Casual,Yes,Italian; Spanish; Seafood; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,C,NA,Yes,Average,Yes,Street,Yes,Yes,NA,NA,No,$11-30,VINATERÍA,Harlem,4,367,10026,2211 Frederick Douglass Blvd
162,NA,NA,NA,NA,NA,NA,Spanish; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kikiriki,Harlem,2.5,2,10030,2647 Frederick Douglass Blvd
163,NA,Yes,Beer & Wine Only,Divey,Casual,Yes,Spanish; Dominican; Juice Bars & Smoothies; ,Yes,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,Under $10,Acosta Restaurant,Manhattan Valley,3.5,36,10025,934 Amsterdam Ave
164,No,Yes,Full Bar,"Casual, Trendy",Casual,No,Mexican; Latin American; Cocktail Bars; ,No,Yes,NA,Yes,"Brunch, Lunch, Dinner",Yes,No,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Average,No,Street,Yes,No,Yes,NA,Free,$11-30,Cantina Taqueria & Tequila Bar,Harlem,4,409,10026,1838 7th Ave
165,NA,No,No,NA,Casual,Yes,Spanish; Latin American; Puerto Rican; ,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,Yes,B,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,La Isla Cuchifrito,Mott Haven,4.5,22,10451,276 E 149th St
166,NA,Yes,Full Bar,Casual,Casual,Yes,Puerto Rican; Sports Bars; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,La Fonda Restaurant & Tapas Bar,East Harlem,3.5,157,10029,169 E 106th St
167,NA,Yes,No,Casual,Casual,Yes,Caribbean; Spanish; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Tropical Grill & Restaurant,Harlem,3.5,72,10027,2145 Adam Clayton Powell Jr Blvd
168,NA,Yes,No,Casual,Casual,Yes,Dominican; Spanish; Puerto Rican; ,Yes,Yes,NA,Yes,"Breakfast, Lunch, Dinner",No,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Average,Yes,Street,Yes,Yes,NA,NA,Free,Under $10,Zoralie Restaurant,"Hell's Kitchen, Midtown West",4,215,10019,449 W 51st St
169,NA,NA,NA,NA,NA,NA,Spanish; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Santiagueros,East Harlem,2,1,10029,2155 E 111 St & 2nd Ave
170,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Tapas Bars; Breakfast & Brunch; Wine Bars; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,$11-30,Pil Pil,"Upper East Side, Yorkville",4,502,10075,265 E 78th St
